tag	EN	SP	RU	PT	DE	PL	CZ	TR	IT	FR
DESC_AWA_3	It's very hard to cheat you at cards. Not impossible, though.	Es difícil hacerte trampas a las cartas. Pero no imposible.	Вас крайне трудно обмануть при игре в карты. Но не невозможно.	É difícil roubar de você num jogo de cartas. Mas não impossível.	Es ist sehr schwer, dich beim Kartenspielen zu schlagen. Allerdings nicht unmöglich.	Bardzo trudno ograć cię w karty. Nie jest to jednak niemożliwe.	Je velmi těžké tě oklamat v kartách. Nicméně ne nemožné.	Kartlarda dolandırmak çok zor.Ancak imkansız değil.	È molto difficile imbrogliarti nelle carte. Non è impossibile, però.	
DESC_AWA_4	Hiding something from you is almost impossible.	Esconder algo de tí es casi imposible.	От вас практически невозможно что-то утаить.	Esconder algo de você é quase impossível.	Es ist fast unmöglich, irgendetwas vor dir zu verbergen.	Ukrycie czegoś przed tobą jest niemalże niemożliwe.	Skrýt něco před tebou je téměř nemožné.	Senden bir şey saklamak neredeyse imkansızdır.	Nasconderti qualcosa è praticamente impossibile.	
DESC_AWA_5	Everything is in plain sight for you.	Todo se muestra claramente ante tí.	Мир вокруг вас — открытая книга.	Tudo é claro para você.	Du hast alles im Blick, wirklich alles.	Wszystko jest dla ciebie jasne.	Vše spatříš svým ostřížím zrakem.	Senin için herşey göründü.	Tutto è visibilmente chiaro per te.	
DESC_PER_0	Why does everybody hate you?	¿Por qué te odia todo el mundo?	И почему вас все ненавидят?	Por que todo mundo te odeia?	Warum hasst dich nur jeder?	Czemu ludzie cię nienawidzą?	Proč tě každý nenávidí?	Neden herkes senden nefret ediyor?	Perchè tutti ti odiano?	
DESC_PER_1	You usually remember to smile to people. 	Te sueles acordar de sonreir a la gente.	Вы обычно не забываете улыбаться людям.	Você geralmente se lembra de sorrir para as pessoas.	Du denkst für gewöhnlich daran, die Leute anzulächeln.	Zazwyczaj pamiętasz o uśmiechaniu się do ludzi.	Vždy si pamatuješ, že se máš usmívat na lidi.	Genellikle insana gülümsemeyi unutmayın.	Di solito ti ricordi di sorridere alle persone.	
DESC_PER_2	You never have trouble making friends.	No tienes problemas para hacer amigos.	Завести друзей для вас не проблема.	Você nunca tem problemas para fazer amigos.	Du hast nie Schwierigkeiten, Freunde zu finden.	Nigdy nie masz problemów z nawiązywaniem nowych przyjaźni.	Nikdy nemáš problém si udělat přátele.	Hiç arkadaş bulmakta zorlanmadın.	Non hai problemi a farti degli amici.	
DESC_PER_3	You know how to inspire others and influence them.	Sabes cómo inspirar a otros, e influenciarles.	Вы знаете, как повлиять на окружающих и повести их за собой	Você sabe inspirar e influenciar os outros.	Du weißt, wie du andere begeistern und beeinflussen kannst.	Wiesz, jak inspirowaći wpływać na ludzi.	Víš jak inspirovat a ovlivňovat ostatní.	Başkalarına nasıl ilham vereceklerini ve etkileneceğini biliyorsun.	Sai come ispirare ed influenzare gli altri.	
DESC_PER_4	"You always stand out; people ask you for advice often."	Siempre destacas, y a menudo la gente te pide consejo	"Вы всегда в центре внимания; люди часто просят у вас совета."	"Você sempre se destaca; as pessoas te pedem conselhos com frequência."	Du stichst immer heraus. Die Leute Fragen dich oft um Rat.	Zawsze się wyróżniasz. Ludzie często pytają cię o poradę.	Vždy vyčníváš a lidé se tě často ptají na radu.	"Hep öne çıkarsın; Insanlar size sık sık tavsiye istiyor."	"Stai sempre a testa alta; la gente ti chiede spesso consigli."	
DESC_PER_5	Nothing can stop you and everyone knows it.	Nada puede detenerte. Y todos lo saben.	Ничто не может остановить вас и все об этом знают.	Nada pode te parar e todos sabem.	Nichts kann dich aufhalten und jeder weiß das.	Nic cię nie powstrzyma i każdy o tym wie.	Nic tě nezastaví a každý to ví.	Hiçbir şey sizi durduramaz ve herkes bilir.	Nessuno ti può fermare e tutti lo sanno.	
TRAIT_UPGRADE_MESSAGE	Do you want to spend #COST# points to increase this trait?	¿Quieres gastar #COST# puntos en mejorar esta característica?	Вы хотите потратить #COST# из ваших очков на изучение этого навыка?	Você deseja gastar #COST# pontos para melhorar esse atributo?	Möchtest du #COST# Punkt(e) einsetzen, um diese Eigenschaft zu verbessern?	Wydać #COST# pkt., aby zwiększyć tę cechę?	Chceš použít #COST# bodů ke zlepšení tohoto rysu?	Bu özelliği artırmak için #COST# puan harcamak istiyor musunuz?	Vuoi spendere #COST# punti per incrementare questo attributo?	
FREE_FEATURE_0	[BLUE]30 areas[] available.	[BLUE]30 areas[] disponibles.	Доступно [BLUE]30 локаций[].	[BLUE]30 áreas[] disponíveis.	[BLUE]30 Gebiete[] verfügbar.	Dostępnych jest [BLUE]30 obszarów.[]	[BLUE]30 krajin[] dostupných.	[BLUE]30 alanda[] mevcut.	[BLUE]30 aree[] disponibili.	
FREE_FEATURE_1	Maximum level: [BLUE]8[].	Nivel máximo: [BLUE]8[].	Максимальный уровень: [BLUE]8[].	Nível máximo: [BLUE]8[].	Maximale Stufe: [BLUE]8[].	Maksymalny poziom: [BLUE]8[].	Maximální úroveň: [BLUE]8[].	Maksimum seviye: [BLUE]8[].	Livello massimo: [BLUE]8[]	
FREE_FEATURE_2	Classes available: Warrior, Rogue.	Clases disponibles: Guerrero, Ladrón.	Доступные классы: Воин, Плут.	Classes disponíveis: Guerreiro, Ladino.	Verfügbare Klassen: Krieger, Dieb.	Dostępne klasy: Wojownik, Łotrzyk.	Dostupné třídy: Válečník, Darebák.	Mevcut sınıflar: Warrior, Rogue.	Classi disponibili: Guerriero, Ladro.	
FULL_FEATURE_0	One-time purchase ({p}), gets the full game.	Compra única por {p}, acceso total al juego.	Купить один раз для получения полной версии ({p}).	Compra única ({p}), acesso total ao jogo.	Einmaliger Kauf des gesamten Spiels ({p}).	Jednorazowy zakup ({p}), otrzymujesz pełną grę.	Jednorázovou koupí získáte plnou hru ({p}).	Bir kerelik satın alma ({p}), tam oyunu alır.	Un solo acquisto ({p}), ottieni la versione completa.	
FULL_FEATURE_1	[BLUE]146 areas[], [BLUE]97 quests[], +200 Town Hall quests.	[BLUE]146 areas[], [BLUE]97 misiones[], 200+ misiones ayuntamiento.	[BLUE]146 локаций[], [BLUE]97 задания[], +200 заданий от Ратуш.	[BLUE]146 áreas[], [BLUE]97 missões[], +200 missões de Prefeitura.	[BLUE]146 Gebiete[], [BLUE]97 Aufgaben[], +200 Rathausaufträge.	[BLUE]146 obszarów,[][BLUE]97 zadania,[]+200 zleceń.	[BLUE]146 krajin[], [BLUE]97 úkolů[], +200 Radničních úkolů.	[BLUE]146 alan[], [BLUE]97 görev[], +200 Belediye Sarayı görevini.	[BLUE]146 aree[],[BLUE]97 quest[],+200 Quest del municipio.	
FULL_FEATURE_2	Classes: Warrior, Rogue, Cleric, Mage.	Clases: Guerrero, Ladrón, Clérigo, Mago.	Классы: Воин, Плут, Клерик, Маг.	Classes disponíveis: Guerreiro, Ladino, Clérigo, Mago.	Klassen: Krieger, Dieb, Kleriker, Magier.	Klasy: Wojownik, Łotrzyk, Kleryk, Mag.	Třídy: Válečník, Darebák, Klerik, Čaroděj.	Mevcut sınıflar: Warrior, Rogue, Cleric, Mage.	Classi disponibili: Guerriero, Ladro, Chierico.	
LICENSE_INFO	Exiled Kingdoms is in [BLUE]Beta[]. It already offers a huge world with many quests, but a few are not completable yet. We keep adding content and new features, thanks for your support!	Exiled Kingdoms está en versión [BLUE]Beta[]. Ya incluye muchas areas y misiones, pero algunas aun no están completas. Seguimos añadiendo contenido y mejoras,¡Gracias por tu apoyo!	Exiled Kingdoms в стадии [BLUE]Beta[]. Он уже предлагает огромный мир с большим количеством заданий, но некоторые из них пока не завершаемы. Мы продолжаем добавлять контент и новые возможности, спасибо за вашу поддержку!	Exiled Kingdoms está em [BLUE]Beta[]. Já inclui um mundo gigante com muitas missões, mas algumas ainda não estão completas. Nós ainda estamos adicionando conteúdos e novas melhorias. Obrigado pelo seu apoio!	Exiled Kingdoms ist im [BLUE]Beta-Stadium[]. Es bietet bereits jetzt eine riesige Welt mit vielen Aufgaben, von denen einige allerdings noch nicht abgeschlossen werden können. Wir fügen ständig neue Inhalte und Funktionen hinzu. Danke für deine Unterstützung!	Exiled Kingdoms jest w wersji [BLUE]Beta.[]Oferuje rozległy świat z wieloma zadaniami, ale część z nich nie jest jeszcze kompletna. Dzięki waszej pomocy wciąż dodajemy nowe elementy!	Exilová Království je zatím v [BLUE]Beta verzi[]. Již teď nabízí obrovský svět plný úkolů a pouze pár jich je zatím nesplnitelných. Stále přidáváme obsah a nové vlastnosti, děkujeme za podporu!	Sürgün Krallıklar [BLUE]Beta[]. Zaten birçok maceralı, muazzam bir dünya sunuyor, ancak birkaç henüz tamamlanamıyor. Desteğiniz için teşekkürler, içerik ve yeni özellikler eklemeye devam ediyoruz!	Exiled Kingdoms è in [BLUE]Beta[]. Offre un mondo immenso con molte queste, ma alcune non sono ancora compatibili	
LICENSE_INFO_IOS	Exiled Kingdoms is a huge [BLUE]open world[] in constant growth and development. See below the currently [BLUE]available areas and completable quests[]. Thanks for your support!	Exiled Kingdoms es un gran [BLUE]mundo abierto[] en constante crecimiento y desarrollo. Abajo tienes la lista de [BLUE]misiones completables y areas disponibles[] ¡Gracias por tu apoyo!	Exiled Kingdoms это огромный [BLUE]открытый мир[], постоянно растущий и развивающийся. Ниже смотрите доступные в настоящее время [BLUE]области и завершаемые задания[]. Спасибо за Вашу поддержку!	Exiled Kingdoms é um grande [BLUE]mundo aberto[] em constante crescimento e desenvolvimento. Veja abaixo a lista de [BLUE]áreas disponíveis e missões completáveis[]. Obrigado pelo suporte!	Exiled Kingdoms ist eine riesige [BLUE]offene Welt[], die ständig erweitert und fortentwickelt wird. Unten sind die gegenwärtig [BLUE]verfügbaren Gebiete und erfüllbaren Aufgaben[] aufgeführt. Danke für deine Unterstützung!	Exiled Kingdoms to olbrzymi, [BLUE]otwarty świat,[] który nieustannie się rozwija. Zobacz poniżej listę [BLUE]dostępnych obszarów i zadań.[] Dziękujemy za wpsarcie!	Exilová Království je obrovský [BLUE]otevřený svět[], jež se konstatní rychlostí rozrůstá a vyvíjí. Podívej se níže na současně [BLUE]dostupné krajiny a dokončitelné úkoly[]. Děkujeme za Vaši podporu!	Exiled Kingdoms, sürekli büyüme ve gelişmede büyük bir [BLUE]açık dünya[].Mevcut [BLUE]mevcut alanların ve tamamlanabilir görevlerin[]altına bakın. Desteğin için teşekkürler!	Exiled Kingdoms è un [BLUE]enorme mondo[] in costante crescita e sviluppo. Vedi sotto le correnti [BLUE]aree disponibili e mission icompletabili[], altri contenuti saranno aggiunti nel gioco. Grazie per il vostro sostegno!	
ONLY_PLACE_FULL_LICENSE	The feature or place  you're trying to access is only available with a [BLUE]Full License[]. Do you want to know more, and maybe unlock this?<p><p>	El lugar o la opción que intentas acceder sólo está disponible con una [BLUE]Licencia Completa[]. ¿Quieres saber más, y quizá desbloquear el acceso?	Функция или место,куда вы пытаетесь попасть доступны только в [BLUE]Полной версии[]. Хотите узнать больше, и, возможно, разблокировать это?<p><p>	Essa opção ou local que você está tentando acessar só está disponível com a [BLUE]Licença Completa[]. Você quer saber mais e talvez desbloquear isso?<p><p>	Diese Funktion bzw. dieser Ort ist nur in der [BLUE]Vollversion[] zugänglich. Möchtest du mehr erfahren und diese gegebenenfalls freischalten?<p><p>	Ta opcja lub obszar dostępne są tylko dla posiadaczy [BLUE]Pełnej Licencji.[] Chcesz dowiedzieć się o niej więcej oraz, być może, uzyskać ją?<p><p>	Vlastnost nebo místo, k němuž se snažíte přistoupit je dostupné pouze s [BLUE]Plnou Licencí[]. Chcete vědět více a možná toto zpřístupnit?<p><p>	Ulaşmaya çalıştığınız özellik veya yer yalnızca [BLUE]Tam Lisansı[] ile kullanılabilir. Daha fazlasını bilmek ve belki de bunun kilidini açmak istiyor musunuz?<p><p>	La caratteristica o la località che stai cercando di accede è disponibile solo nella [BLUE]Licenza completa[]. Vuoi saperne di più e sbloccare questo limite?<p><p>	
ONLY_XP_FULL_LICENSE	Your character has reached the maximum XP for a [BLUE]Free License[]. Do you want to know more and maybe unlock this limit?<p><p>	Tu personaje ha alcanzado la XP máxima para [BLUE]Licencia Gratis[]. ¿Quieres saber más, y quizá desbloquear el límite?<p><p>	Ваш персонаж достиг максимального уровня в [BLUE]Бесплатной версии[]. Хотите узнать больше, и, возможно, снять это ограничение?<p><p>	Seu personagem atingiu a EXP máxima para uma [BLUE]Licença Gratuita[]. Você quer saber mais sobre como desbloquear esse limite?<p><p>	Dein Charakter hat die maximal Erfahrungsstufe der [BLUE]freien Version[] erreicht. Möchtest du mehr erfahren und diese Beschränkung gegebenenfalls aufheben?<p><p>	Twoja postać osiągnęła limit PD dla posiadaczy [BLUE]Darmowej Licencji.[]Chcesz dowiedzieć się o niej więcej oraz, być może, rozszerzyć ją?<p><p>	Vaše postava dosáhla maximum ZB v rámci [BLUE]Volné Licence[]. Chcete vědět více a možná zrušit limit?<p><p>	Karakteriniz [BLUE]Ücretsiz Lisansı için maksimum XP'ye ulaştı[]. Daha fazlasını öğrenmek ve belki bu sınırın kilidini açmak ister misiniz?<p><p>	Il tuo personaggio ha raggiunto il livelloo massimo per la [BLUE]Licenza Free[]. Vuoi sapere come sbloccare questo limite?<p><p>	
CODE_WORKED	Congratulations! Your license code was successfully activated.	¡Enhorabuena! Tu código de licencia se ha activado correctamente.	Поздравляем! Ваш лицензионный код был успешно активирован.	Parabéns! Seu código de licença foi ativado com sucesso.	Glückwunsch! Die Vollversion wurde erfolgreich freigeschaltet.	Gratulacje! Twoja licencja została aktywowana.	Blahopřejeme! Váš licenční kód byl úspěšně aktivován.	Tebrik ederiz! Lisans kodunuz başarıyla etkinleştirildi.	Congratulazioni! La tua licenza è stata attivata correttamente.	
CODE_FAILED	Unfortunately, the code you entered didn't work. Please check your internet connection, or contact us.	Lamentablemente, el código no ha funcionado. Por favor, comprueba tu conexión, o contacta con nosotros.	К сожалению, введенный вами код не работает. Пожалуйста, проверьте подключение к Интернету, или свяжитесь с нами.	Infelizmente, o código que você inseriu não funcionou. Por favor, verifique sua conexão com a internet ou entre em contato conosco.	Leider konnte der eingegebene Code nicht verifiziert werden. Bitte Internetverbindung überprüfen oder uns kontaktieren.	Niestety twój kod nie zadziałał poprawnie. Sprawdź połączenie z internetem lub skontaktuj się z nami.	Naneštěstí, vložený kód nefunguje. Prosím zkontrolujte internetové připojení, nebo nás kontaktujte.	Maalesef, girdiğiniz kod işe yaramadı. Lütfen İnternet bağlantınızı kontrol edin veya bizimle iletişime geçin.	Sfortunatamente, il code inserito non funziona. Per favore, controlla la tua connessione internet, o contattaci.	
MAX_XP	Maximum XP reached for Free License	Se ha alcanzado el límite de XP para licencia gratuita.	Достигнут максимальный уровень для Бесплатной версии.	Experiência máxima alcançada para a Licença Gratuita.	Die maximale Erfahrungsstufe der freien Version ist erreicht.	Osiągnięto limit PD dla Darmowej Licencji.	Maximu ZB dosaženo pro Volnou Licenci.	Maksimum XP'ye Ücretsiz Lisansı ulaştı	Massimo livello ottenuto per licenza Free.	
